ID,Diver,Buddy,Site No.,Site Name,Latitude,Longitude,Date,vis,Direction,Time,P-Qs,Depth,Method,Block,Code,Species,Common name,Total,Inverts,2.5,5,7.5,10,12.5,15,20,25,30,35,40,50,62.5,75,87.5,100,112.5,125,137.5,150,162.5,175,187.5,200,250,300,350,400
219,Claire Attridge,Kieran Cox,KCCA11,Ross Islet 2,48.87229,-125.1627,12/06/2023,2,150,10:30,KDC,3.5,1,2,rva,Rhacochilus vacca,Pile perch,6,0,,,,,2,3,1,,,,,,,,,,,,,,,,,,,,,
220,Claire Attridge,Kieran Cox,KCCA11,Ross Islet 2,48.87229,-125.1627,12/06/2023,2,150,10:30,KDC,3.5,1,2,hde,Hexagrammos decagrammus,Kelp greenling,7,0,,,,,,,2,1,3,1,,,,,,,,,,,,,,,,,,
221,Claire Attridge,Kieran Cox,KCCA11,Ross Islet 2,48.87229,-125.1627,12/06/2023,2,150,10:30,KDC,3.5,1,2,bfr,Brachyistius frenatus,Kelp perch,18,0,,,4,9,5,,,,,,,,,,,,,,,,,,,,,,,
222,Claire Attridge,Kieran Cox,KCCA11,Ross Islet 2,48.87229,-125.1627,12/06/2023,2,150,10:30,KDC,3.5,1,2,cag,Cymatogaster aggregata,Shiner perch,19,0,,,1,12,6,,,,,,,,,,,,,,,,,,,,,,,
223,Claire Attridge,Kieran Cox,KCCA11,Ross Islet 2,48.87229,-125.1627,12/06/2023,2,150,10:30,KDC,3.5,1,2,sca,Sebastes caurinus,Copper rockfish,7,0,,,,2,3,1,1,,,,,,,,,,,,,,,,,,,,,
224,Claire Attridge,Kieran Cox,KCCA11,Ross Islet 2,48.87229,-125.1627,12/06/2023,2,150,10:30,KDC,3.5,1,2,sebastes,Sebastes spp.,Unidentified rockfish,2,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
225,Claire Attridge,Kieran Cox,KCCA11,Ross Islet 2,48.87229,-125.1627,12/06/2023,2,150,10:30,KDC,3.5,2,2,pmi,Patiria miniata,Bat star,40,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,Claire Attridge,Kieran Cox,KCCA11,Ross Islet 2,48.87229,-125.1627,12/06/2023,2,150,10:30,KDC,3.5,2,2,pgi,Pomaulax gibberosus,Red turban shell,94,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227,Claire Attridge,Kieran Cox,KCCA11,Ross Islet 2,48.87229,-125.1627,12/06/2023,2,150,10:30,KDC,3.5,2,2,mfra,Mesocentrotus franciscanus,Red sea urchin,28,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228,Claire Attridge,Kieran Cox,KCCA11,Ross Islet 2,48.87229,-125.1627,12/06/2023,2,150,10:30,KDC,3.5,2,2,rni,Rhinogobiops nicholsii,Blackeye goby,46,0,,7,10,14,14,1,,,,,,,,,,,,,,,,,,,,,,
229,Claire Attridge,Kieran Cox,KCCA11,Ross Islet 2,48.87229,-125.1627,12/06/2023,2,150,10:30,KDC,3.5,0,2,hde,Hexagrammos decagrammus,Kelp greenling,5,0,,,3,1,,1,,,,,,,,,,,,,,,,,,,,,,
230,Claire Attridge,Kieran Cox,KCCA11,Ross Islet 2,48.87229,-125.1627,12/06/2023,2,150,10:30,KDC,3.5,2,2,hcr,Hermissenda crassicornis,Opalescent nudibranch,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231,Claire Attridge,Kieran Cox,KCCA11,Ross Islet 2,48.87229,-125.1627,12/06/2023,2,150,10:30,KDC,3.5,2,2,dim,Dermasterias imbricata,Leather star,21,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232,Claire Attridge,Kieran Cox,KCCA11,Ross Islet 2,48.87229,-125.1627,12/06/2023,2,150,10:30,KDC,3.5,2,2,phe,Pycnopodia helianthoides,Sunflower star,1,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
233,Claire Attridge,Kieran Cox,KCCA11,Ross Islet 2,48.87229,-125.1627,12/06/2023,2,150,10:30,KDC,3.5,2,2,oko,Orthasterias koehleri,Rainbow star,16,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234,Claire Attridge,Kieran Cox,KCCA11,Ross Islet 2,48.87229,-125.1627,12/06/2023,2,150,10:30,KDC,3.5,2,2,aca,Apostichopus californicus,California sea cucumber,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235,Claire Attridge,Kieran Cox,KCCA11,Ross Islet 2,48.87229,-125.1627,12/06/2023,2,150,10:30,KDC,3.5,2,2,ami,Acmaea mitra,Whitecap limpet,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236,Claire Attridge,Kieran Cox,KCCA11,Ross Islet 2,48.87229,-125.1627,12/06/2023,2,150,10:30,KDC,3.5,2,2,hka,Haliotis kamtschatkana,Pinto abalone,2,0,,,2,,,,,,,,,,,,,,,,,,,,,,,,,
237,Claire Attridge,Kieran Cox,KCCA11,Ross Islet 2,48.87229,-125.1627,12/06/2023,2,150,10:30,KDC,3.5,2,2,etr,Evasterias troschelii,Mottled starfish,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238,Claire Attridge,Kieran Cox,KCCA11,Ross Islet 2,48.87229,-125.1627,12/06/2023,2,150,10:30,KDC,3.5,2,2,pla,Pholis laeta,Crescent gunnel,3,0,,,,,2,1,,,,,,,,,,,,,,,,,,,,,,
239,Claire Attridge,Kieran Cox,KCCA11,Ross Islet 2,48.87229,-125.1627,12/06/2023,2,150,10:30,KDC,3.5,2,2,rri,Rhamphocottus richardsonii,Grunt sculpin,1,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
240,Claire Attridge,Kieran Cox,KCCA11,Ross Islet 2,48.87229,-125.1627,12/06/2023,2,150,10:30,KDC,3.5,2,2,cpr,Cancer productus,Red rock crab,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241,Claire Attridge,Kieran Cox,KCCA11,Ross Islet 2,48.87229,-125.1627,12/06/2023,2,150,10:30,KDC,3.5,2,2,lcoc,Limacia cockerelli,Cockerell's dorid,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242,Claire Attridge,Kieran Cox,KCCA11,Ross Islet 2,48.87229,-125.1627,12/06/2023,2,150,10:30,KDC,3.5,2,2,ppr,Pugettia producta,Northern kelp crab,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243,Claire Attridge,Kieran Cox,KCCA11,Ross Islet 2,48.87229,-125.1627,12/06/2023,2,150,10:30,KDC,3.5,2,2,noc,Nautichthys oculofasciatus,Sailfin sculpin,1,0,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
244,Claire Attridge,Kieran Cox,KCCA11,Ross Islet 2,48.87229,-125.1627,12/06/2023,2,150,10:30,KDC,3.5,2,2,pgr,Pugettia gracilis,Graceful kelp crab,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
245,Claire Attridge,Kieran Cox,KCCA11,Ross Islet 2,48.87229,-125.1627,12/06/2023,2,150,10:30,KDC,3.5,2,2,sma,Sebastes maliger,Quillback rockfish,2,0,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,
246,Claire Attridge,Kieran Cox,KCCA11,Ross Islet 2,48.87229,-125.1627,12/06/2023,2,150,10:30,KDC,3.5,2,2,ogr,Oregonia gracilis,Graceful decorator crab,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
247,Claire Attridge,Kieran Cox,KCCA11,Ross Islet 2,48.87229,-125.1627,12/06/2023,2,150,10:30,KDC,3.5,2,2,sfo,Stylasterias forreri,Velcro seastar,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248,Claire Attridge,Kieran Cox,KCCA11,Ross Islet 2,48.87229,-125.1627,12/06/2023,2,150,10:30,KDC,3.5,2,2,dez,Debris - Zero,No Debris found,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
249,Claire Attridge,Kieran Cox,KCCA6,Less Dangerous Bay,48.87535,-125.0915,13/06/2023,3,40,8:56,KDC,3.2,1,1,hde,Hexagrammos decagrammus,Kelp greenling,8,0,,,,,,1,5,2,,,,,,,,,,,,,,,,,,,,
250,Claire Attridge,Kieran Cox,KCCA6,Less Dangerous Bay,48.87535,-125.0915,13/06/2023,3,40,8:56,KDC,3.2,1,1,sca,Sebastes caurinus,Copper rockfish,1,0,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
251,Claire Attridge,Kieran Cox,KCCA6,Less Dangerous Bay,48.87535,-125.0915,13/06/2023,3,40,8:56,KDC,3.2,2,1,dim,Dermasterias imbricata,Leather star,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252,Claire Attridge,Kieran Cox,KCCA6,Less Dangerous Bay,48.87535,-125.0915,13/06/2023,3,40,8:56,KDC,3.2,2,1,pmi,Patiria miniata,Bat star,46,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253,Claire Attridge,Kieran Cox,KCCA6,Less Dangerous Bay,48.87535,-125.0915,13/06/2023,3,40,8:56,KDC,3.2,2,1,etr,Evasterias troschelii,Mottled starfish,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254,Claire Attridge,Kieran Cox,KCCA6,Less Dangerous Bay,48.87535,-125.0915,13/06/2023,3,40,8:56,KDC,3.2,2,1,mfra,Mesocentrotus franciscanus,Red sea urchin,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255,Claire Attridge,Kieran Cox,KCCA6,Less Dangerous Bay,48.87535,-125.0915,13/06/2023,3,40,8:56,KDC,3.2,2,1,phe,Pycnopodia helianthoides,Sunflower star,1,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
256,Claire Attridge,Kieran Cox,KCCA6,Less Dangerous Bay,48.87535,-125.0915,13/06/2023,3,40,8:56,KDC,3.2,2,1,aca,Apostichopus californicus,California sea cucumber,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257,Claire Attridge,Kieran Cox,KCCA6,Less Dangerous Bay,48.87535,-125.0915,13/06/2023,3,40,8:56,KDC,3.2,2,1,rni,Rhinogobiops nicholsii,Blackeye goby,10,0,,,3,5,2,,,,,,,,,,,,,,,,,,,,,,,
258,Claire Attridge,Kieran Cox,KCCA6,Less Dangerous Bay,48.87535,-125.0915,13/06/2023,3,40,8:56,KDC,3.2,2,1,cgi,Crassadoma gigantea,Purple-hinged rock scallop,2,0,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,
259,Claire Attridge,Kieran Cox,KCCA6,Less Dangerous Bay,48.87535,-125.0915,13/06/2023,3,40,8:56,KDC,3.2,2,1,das,Diodora aspera,Rough Keyhold Limpet,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260,Claire Attridge,Kieran Cox,KCCA6,Less Dangerous Bay,48.87535,-125.0915,13/06/2023,3,40,8:56,KDC,3.2,2,1,pgi,Pomaulax gibberosus,Red turban shell,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
261,Claire Attridge,Kieran Cox,KCCA6,Less Dangerous Bay,48.87535,-125.0915,13/06/2023,3,40,8:56,KDC,3.2,2,1,cpr,Cancer productus,Red rock crab,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
262,Claire Attridge,Kieran Cox,KCCA6,Less Dangerous Bay,48.87535,-125.0915,13/06/2023,3,40,8:56,KDC,3.2,2,1,lcoc,Limacia cockerelli,Cockerell's dorid,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263,Claire Attridge,Kieran Cox,KCCA6,Less Dangerous Bay,48.87535,-125.0915,13/06/2023,3,40,8:56,KDC,3.2,2,1,pla,Pholis laeta,Crescent gunnel,1,0,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
264,Claire Attridge,Kieran Cox,KCCA6,Less Dangerous Bay,48.87535,-125.0915,13/06/2023,3,40,8:56,KDC,3.2,2,1,jzo,Jordania zonope,Longfin sculpin,1,0,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
265,Claire Attridge,Kieran Cox,KCCA6,Less Dangerous Bay,48.87535,-125.0915,13/06/2023,3,40,8:56,KDC,3.2,0,1,dez,Debris - Zero,No Debris found,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
266,Claire Attridge,Kieran Cox,KCCA1,Ross Islet Slug Island,48.87039,-125.1599,14/06/2023,3.5,90,10:14,KDC,2.7,1,2,sme,Sebastes melanops,Black rockfish,2,0,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,
267,Claire Attridge,Kieran Cox,KCCA1,Ross Islet Slug Island,48.87039,-125.1599,14/06/2023,3.5,90,10:14,KDC,2.7,1,2,sca,Sebastes caurinus,Copper rockfish,2,0,,,,,,2,,,,,,,,,,,,,,,,,,,,,,
268,Claire Attridge,Kieran Cox,KCCA1,Ross Islet Slug Island,48.87039,-125.1599,14/06/2023,3.5,90,10:14,KDC,2.7,1,2,bfr,Brachyistius frenatus,Kelp perch,3,0,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,
269,Claire Attridge,Kieran Cox,KCCA1,Ross Islet Slug Island,48.87039,-125.1599,14/06/2023,3.5,90,10:14,KDC,2.7,1,2,hde,Hexagrammos decagrammus,Kelp greenling,4,0,,,,,,,2,1,,1,,,,,,,,,,,,,,,,,,
270,Claire Attridge,Kieran Cox,KCCA1,Ross Islet Slug Island,48.87039,-125.1599,14/06/2023,3.5,90,10:14,KDC,2.7,1,2,opi,Oxylebius pictus,Painted greenling,2,0,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,
271,Claire Attridge,Kieran Cox,KCCA1,Ross Islet Slug Island,48.87039,-125.1599,14/06/2023,3.5,90,10:14,KDC,2.7,1,2,cag,Cymatogaster aggregata,Shiner perch,4,0,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,
272,Claire Attridge,Kieran Cox,KCCA1,Ross Islet Slug Island,48.87039,-125.1599,14/06/2023,3.5,90,10:14,KDC,2.7,1,2,rva,Rhacochilus vacca,Pile perch,3,0,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,
273,Claire Attridge,Kieran Cox,KCCA1,Ross Islet Slug Island,48.87039,-125.1599,14/06/2023,3.5,90,10:14,KDC,2.7,1,2,rni,Rhinogobiops nicholsii,Blackeye goby,1,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
274,Claire Attridge,Kieran Cox,KCCA1,Ross Islet Slug Island,48.87039,-125.1599,14/06/2023,3.5,90,10:14,KDC,2.7,2,2,mfra,Mesocentrotus franciscanus,Red sea urchin,39,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,
275,Claire Attridge,Kieran Cox,KCCA1,Ross Islet Slug Island,48.87039,-125.1599,14/06/2023,3.5,90,10:14,KDC,2.7,2,2,hka,Haliotis kamtschatkana,Pinto abalone,24,0,,4,7,9,4,,,,,,,,,,,,,,,,,,,,,,,
276,Claire Attridge,Kieran Cox,KCCA1,Ross Islet Slug Island,48.87039,-125.1599,14/06/2023,3.5,90,10:14,KDC,2.7,2,2,dim,Dermasterias imbricata,Leather star,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
277,Claire Attridge,Kieran Cox,KCCA1,Ross Islet Slug Island,48.87039,-125.1599,14/06/2023,3.5,90,10:14,KDC,2.7,2,2,pmi,Patiria miniata,Bat star,44,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,
278,Claire Attridge,Kieran Cox,KCCA1,Ross Islet Slug Island,48.87039,-125.1599,14/06/2023,3.5,90,10:14,KDC,2.7,2,2,rni,Rhinogobiops nicholsii,Blackeye goby,58,0,,9,18,19,12,,,,,,,,,,,,,,,,,,,,,,,
279,Claire Attridge,Kieran Cox,KCCA1,Ross Islet Slug Island,48.87039,-125.1599,14/06/2023,3.5,90,10:14,KDC,2.7,2,2,etr,Evasterias troschelii,Mottled starfish,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
280,Claire Attridge,Kieran Cox,KCCA1,Ross Islet Slug Island,48.87039,-125.1599,14/06/2023,3.5,90,10:14,KDC,2.7,2,2,phe,Pycnopodia helianthoides,Sunflower star,3,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
281,Claire Attridge,Kieran Cox,KCCA1,Ross Islet Slug Island,48.87039,-125.1599,14/06/2023,3.5,90,10:14,KDC,2.7,2,2,das,Diodora aspera,Rough Keyhold Limpet,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
282,Claire Attridge,Kieran Cox,KCCA1,Ross Islet Slug Island,48.87039,-125.1599,14/06/2023,3.5,90,10:14,KDC,2.7,2,2,pgi,Pomaulax gibberosus,Red turban shell,15,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,Claire Attridge,Kieran Cox,KCCA1,Ross Islet Slug Island,48.87039,-125.1599,14/06/2023,3.5,90,10:14,KDC,2.7,2,2,sca,Sebastes caurinus,Copper rockfish,4,0,,,,1,3,,,,,,,,,,,,,,,,,,,,,,,
284,Claire Attridge,Kieran Cox,KCCA1,Ross Islet Slug Island,48.87039,-125.1599,14/06/2023,3.5,90,10:14,KDC,2.7,2,2,poc,Pisaster ochraceus,Purple sea star,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
285,Claire Attridge,Kieran Cox,KCCA1,Ross Islet Slug Island,48.87039,-125.1599,14/06/2023,3.5,90,10:14,KDC,2.7,2,2,oko,Orthasterias koehleri,Rainbow star,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
286,Claire Attridge,Kieran Cox,KCCA1,Ross Islet Slug Island,48.87039,-125.1599,14/06/2023,3.5,90,10:14,KDC,2.7,2,2,pgr,Pugettia gracilis,Graceful kelp crab,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
287,Claire Attridge,Kieran Cox,KCCA1,Ross Islet Slug Island,48.87039,-125.1599,14/06/2023,3.5,90,10:14,KDC,2.7,2,2,ogr,Oregonia gracilis,Graceful decorator crab,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
288,Claire Attridge,Kieran Cox,KCCA1,Ross Islet Slug Island,48.87039,-125.1599,14/06/2023,3.5,90,10:14,KDC,2.7,2,2,spu,Strongylocentrotus purpuratus,Purple sea urchin,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
289,Claire Attridge,Kieran Cox,KCCA1,Ross Islet Slug Island,48.87039,-125.1599,14/06/2023,3.5,90,10:14,KDC,2.7,2,2,aca,Apostichopus californicus,California sea cucumber,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
290,Claire Attridge,Kieran Cox,KCCA1,Ross Islet Slug Island,48.87039,-125.1599,14/06/2023,3.5,90,10:14,KDC,2.7,2,2,afl,Apodichthys flavidus,Penpoint gunnel,1,0,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
291,Claire Attridge,Kieran Cox,KCCA1,Ross Islet Slug Island,48.87039,-125.1599,14/06/2023,3.5,90,10:14,KDC,2.7,2,2,sdr,Strongylocentrotus droebachiensis,Northern sea urchin,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292,Claire Attridge,Kieran Cox,KCCA1,Ross Islet Slug Island,48.87039,-125.1599,14/06/2023,3.5,90,10:14,KDC,2.7,2,2,cfo,Ceratostoma foliatum,Leafy hornmouth,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293,Claire Attridge,Kieran Cox,KCCA1,Ross Islet Slug Island,48.87039,-125.1599,14/06/2023,3.5,90,10:14,KDC,2.7,0,2,sne,Sebastes nebulosus,China rockfish,1,0,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
294,Claire Attridge,Kieran Cox,KCCA1,Ross Islet Slug Island,48.87039,-125.1599,14/06/2023,3.5,90,10:14,KDC,2.7,0,2,sfl,Sebastes flavidus,Yellowtail rockfish,1,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
295,Claire Attridge,Kieran Cox,KCCA1,Ross Islet Slug Island,48.87039,-125.1599,14/06/2023,3.5,90,10:14,KDC,2.7,0,2,dez,Debris - Zero,No Debris found,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296,Kieran Cox,Em Lim,KCCA23,Flemming 114,48.8915,-125.1149,28/05/2023,1,40,10:15,EGL,10,1,2,sca,Sebastes caurinus,Copper rockfish,4,0,,1,1,,,,1,,1,,,,,,,,,,,,,,,,,,,
297,Kieran Cox,Em Lim,KCCA23,Flemming 114,48.8915,-125.1149,28/05/2023,1,40,10:15,EGL,10,1,2,hde,Hexagrammos decagrammus,Kelp greenling,1,0,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
298,Kieran Cox,Em Lim,KCCA23,Flemming 114,48.8915,-125.1149,28/05/2023,1,40,10:15,EGL,10,2,2,ami,Acmaea mitra,Whitecap limpet,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
299,Kieran Cox,Em Lim,KCCA23,Flemming 114,48.8915,-125.1149,28/05/2023,1,40,10:15,EGL,10,2,2,rni,Rhinogobiops nicholsii,Blackeye goby,39,0,17,12,10,,,,,,,,,,,,,,,,,,,,,,,,,
300,Kieran Cox,Em Lim,KCCA23,Flemming 114,48.8915,-125.1149,28/05/2023,1,40,10:15,EGL,10,2,2,henricia,Henricia spp.,Unidentified blood star,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301,Kieran Cox,Em Lim,KCCA23,Flemming 114,48.8915,-125.1149,28/05/2023,1,40,10:15,EGL,10,2,2,cpr,Cancer productus,Red rock crab,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
302,Kieran Cox,Em Lim,KCCA23,Flemming 114,48.8915,-125.1149,28/05/2023,1,40,10:15,EGL,10,2,2,phe,Pycnopodia helianthoides,Sunflower star,6,0,1,4,1,,,,,,,,,,,,,,,,,,,,,,,,,
303,Kieran Cox,Em Lim,KCCA23,Flemming 114,48.8915,-125.1149,28/05/2023,1,40,10:15,EGL,10,2,2,dim,Dermasterias imbricata,Leather star,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
304,Kieran Cox,Em Lim,KCCA23,Flemming 114,48.8915,-125.1149,28/05/2023,1,40,10:15,EGL,10,2,2,lhe,Leptasterias hexactis,Six-rayed star,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
305,Kieran Cox,Em Lim,KCCA23,Flemming 114,48.8915,-125.1149,28/05/2023,1,40,10:15,EGL,10,2,2,dod,Doris odhneri,White night doris,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
306,Kieran Cox,Em Lim,KCCA23,Flemming 114,48.8915,-125.1149,28/05/2023,1,40,10:15,EGL,10,2,2,cgi,Crassadoma gigantea,Purple-hinged rock scallop,1,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
307,Kieran Cox,Em Lim,KCCA23,Flemming 114,48.8915,-125.1149,28/05/2023,1,40,10:15,EGL,10,2,2,pca,Parastichopus californicus,Californian sea cucumber,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
308,Kieran Cox,Em Lim,KCCA23,Flemming 114,48.8915,-125.1149,28/05/2023,1,40,10:15,EGL,10,2,2,sdr,Strongylocentrotus droebachiensis,Northern sea urchin,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309,Kieran Cox,Em Lim,KCCA23,Flemming 114,48.8915,-125.1149,28/05/2023,1,40,10:15,EGL,10,2,2,equ,Eupentacta quinquesemita,Stiff-footed sea cucumber,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310,Kieran Cox,Em Lim,KCCA23,Flemming 114,48.8915,-125.1149,28/05/2023,1,40,10:15,EGL,10,2,2,ptr,Polycera tricolor,Tricolour nudibranch,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
311,Kieran Cox,Em Lim,KCCA23,Flemming 114,48.8915,-125.1149,28/05/2023,1,40,10:15,EGL,10,2,2,ogr,Oregonia gracilis,Graceful decorator crab,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
312,Kieran Cox,Em Lim,KCCA23,Flemming 114,48.8915,-125.1149,28/05/2023,1,40,10:15,EGL,10,2,2,pmi,Patiria miniata,Bat star,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
313,Kieran Cox,Em Lim,KCCA23,Flemming 114,48.8915,-125.1149,28/05/2023,1,40,10:15,EGL,10,2,2,oko,Orthasterias koehleri,Rainbow star,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
314,Kieran Cox,Em Lim,KCCA23,Flemming 114,48.8915,-125.1149,28/05/2023,1,40,10:15,EGL,10,2,2,etr,Evasterias troschelii,Mottled starfish,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
315,Kieran Cox,Em Lim,KCCA23,Flemming 114,48.8915,-125.1149,28/05/2023,1,40,10:15,EGL,10,2,2,pul,Paguristes ulreyi,Furry hermit crab,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
316,Kieran Cox,Em Lim,KCCA23,Flemming 114,48.8915,-125.1149,28/05/2023,1,40,10:15,EGL,10,2,2,pco,Pleuronichthys coenosus,C-o sole,1,0,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
317,Kieran Cox,Em Lim,KCCA23,Flemming 114,48.8915,-125.1149,28/05/2023,1,40,10:15,EGL,10,2,2,spu,Strongylocentrotus purpuratus,Purple sea urchin,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318,Kieran Cox,Em Lim,KCCA23,Flemming 114,48.8915,-125.1149,28/05/2023,1,40,10:15,EGL,10,2,2,cst,Citharichthys stigmaeus,Speckled sand dab,1,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
319,Kieran Cox,Em Lim,KCCA23,Flemming 114,48.8915,-125.1149,28/05/2023,1,40,10:15,EGL,10,0,2,dez,Debris - Zero,No Debris found,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320,Kieran Cox,Claire Attridge,KCCA3,Dodger Channel 1,48.83072,-125.19439,09/06/2023,1.5,20,10:30,KDC,2,1,2,hde,Hexagrammos decagrammus,Kelp greenling,4,0,,1,,2,1,,,,,,,,,,,,,,,,,,,,,,,
321,Kieran Cox,Claire Attridge,KCCA3,Dodger Channel 1,48.83072,-125.19439,09/06/2023,1.5,20,10:30,KDC,2,1,2,cag,Cymatogaster aggregata,Shiner perch,8,0,,6,2,,,,,,,,,,,,,,,,,,,,,,,,,
322,Kieran Cox,Claire Attridge,KCCA3,Dodger Channel 1,48.83072,-125.19439,09/06/2023,1.5,20,10:30,KDC,2,1,2,afl,Aulorhynchus flavidus,Tube-snout,18,0,,3,8,7,,,,,,,,,,,,,,,,,,,,,,,,
323,Kieran Cox,Claire Attridge,KCCA3,Dodger Channel 1,48.83072,-125.19439,09/06/2023,1.5,20,10:30,KDC,2,1,2,bfr,Brachyistius frenatus,Kelp perch,1,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
324,Kieran Cox,Claire Attridge,KCCA3,Dodger Channel 1,48.83072,-125.19439,09/06/2023,1.5,20,10:30,KDC,2,2,2,pgi,Pomaulax gibberosus,Red turban shell,88,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,
325,Kieran Cox,Claire Attridge,KCCA3,Dodger Channel 1,48.83072,-125.19439,09/06/2023,1.5,20,10:30,KDC,2,2,2,etr,Evasterias troschelii,Mottled starfish,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
326,Kieran Cox,Claire Attridge,KCCA3,Dodger Channel 1,48.83072,-125.19439,09/06/2023,1.5,20,10:30,KDC,2,2,2,poc,Pisaster ochraceus,Purple sea star,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
327,Kieran Cox,Claire Attridge,KCCA3,Dodger Channel 1,48.83072,-125.19439,09/06/2023,1.5,20,10:30,KDC,2,2,2,ami,Acmaea mitra,Whitecap limpet,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
