site_name,site_code,sitetype,size_class,total,year,month,visibility,depth,method,block,species_name,common_name,latitude,longitude,Project
Second Beach,KCCA18,Kelp,20,2,2022,8,3,4.5,1,2,Hexagrammos decagrammus,Kelp greenling,48.815969,-125.174,RLSsfu
Second Beach,KCCA18,Kelp,25,1,2022,8,3,4.5,1,2,Hexagrammos decagrammus,Kelp greenling,48.815969,-125.174,RLSsfu
Second Beach,KCCA18,Kelp,30,1,2022,8,3,4.5,1,2,Hexagrammos decagrammus,Kelp greenling,48.815969,-125.174,RLSsfu
Second Beach,KCCA18,Kelp,35,1,2022,8,3,4.5,1,2,Hexagrammos decagrammus,Kelp greenling,48.815969,-125.174,RLSsfu
Second Beach,KCCA18,Kelp,50,1,2022,8,3,4.5,1,2,Hexagrammos decagrammus,Kelp greenling,48.815969,-125.174,RLSsfu
Second Beach,KCCA18,Kelp,10,3,2022,8,3,4.5,1,2,Embiotoca lateralis,Striped seaperch,48.815969,-125.174,RLSsfu
Second Beach,KCCA18,Kelp,12.5,5,2022,8,3,4.5,1,2,Embiotoca lateralis,Striped seaperch,48.815969,-125.174,RLSsfu
Second Beach,KCCA18,Kelp,20,4,2022,8,3,4.5,1,2,Embiotoca lateralis,Striped seaperch,48.815969,-125.174,RLSsfu
Second Beach,KCCA18,Kelp,25,3,2022,8,3,4.5,1,2,Embiotoca lateralis,Striped seaperch,48.815969,-125.174,RLSsfu
Second Beach,KCCA18,Kelp,30,2,2022,8,3,4.5,1,2,Embiotoca lateralis,Striped seaperch,48.815969,-125.174,RLSsfu
Second Beach,KCCA18,Kelp,7.5,1,2022,8,3,4.5,1,2,Oxylebius pictus,Painted greenling,48.815969,-125.174,RLSsfu
Second Beach,KCCA18,Kelp,5,30,2022,8,3,4.5,1,2,Sebastes spp.,Unidentified rockfish,48.815969,-125.174,RLSsfu
Second Beach,KCCA18,Kelp,7.5,7,2022,8,3,4.5,1,2,Sebastes spp.,Unidentified rockfish,48.815969,-125.174,RLSsfu
Second Beach,KCCA18,Kelp,5,1,2022,8,3,4.5,1,2,Cymatogaster aggregata,Shiner perch,48.815969,-125.174,RLSsfu
Second Beach,KCCA18,Kelp,7.5,12,2022,8,3,4.5,1,2,Cymatogaster aggregata,Shiner perch,48.815969,-125.174,RLSsfu
Second Beach,KCCA18,Kelp,10,21,2022,8,3,4.5,1,2,Cymatogaster aggregata,Shiner perch,48.815969,-125.174,RLSsfu
Second Beach,KCCA18,Kelp,12.5,7,2022,8,3,4.5,1,2,Cymatogaster aggregata,Shiner perch,48.815969,-125.174,RLSsfu
Second Beach,KCCA18,Kelp,7.5,5,2022,8,3,4.5,1,2,Rhacochilus vacca,Pile perch,48.815969,-125.174,RLSsfu
Second Beach,KCCA18,Kelp,10,1,2022,8,3,4.5,1,2,Rhacochilus vacca,Pile perch,48.815969,-125.174,RLSsfu
Second Beach,KCCA18,Kelp,12.5,3,2022,8,3,4.5,1,2,Rhacochilus vacca,Pile perch,48.815969,-125.174,RLSsfu
Second Beach,KCCA18,Kelp,15,3,2022,8,3,4.5,1,2,Rhacochilus vacca,Pile perch,48.815969,-125.174,RLSsfu
Second Beach,KCCA18,Kelp,20,2,2022,8,3,4.5,1,2,Rhacochilus vacca,Pile perch,48.815969,-125.174,RLSsfu
Second Beach,KCCA18,Kelp,25,12,2022,8,3,4.5,1,2,Rhacochilus vacca,Pile perch,48.815969,-125.174,RLSsfu
Second Beach,KCCA18,Kelp,30,13,2022,8,3,4.5,1,2,Rhacochilus vacca,Pile perch,48.815969,-125.174,RLSsfu
Second Beach,KCCA18,Kelp,35,1,2022,8,3,4.5,1,2,Rhacochilus vacca,Pile perch,48.815969,-125.174,RLSsfu
Second Beach,KCCA18,Kelp,5,1,2022,8,3,4.5,1,2,Brachyistius frenatus,Kelp perch,48.815969,-125.174,RLSsfu
Second Beach,KCCA18,Kelp,12.5,5,2022,8,3,4.5,1,2,Sebastes melanops,Black rockfish,48.815969,-125.174,RLSsfu
Second Beach,KCCA18,Kelp,15,10,2022,8,3,4.5,1,2,Sebastes melanops,Black rockfish,48.815969,-125.174,RLSsfu
Second Beach,KCCA18,Kelp,20,1,2022,8,3,4.5,1,2,Sebastes melanops,Black rockfish,48.815969,-125.174,RLSsfu
Second Beach,KCCA18,Kelp,25,1,2022,8,3,4.5,1,2,Sebastes melanops,Black rockfish,48.815969,-125.174,RLSsfu
Second Beach,KCCA18,Kelp,5,21,2022,8,3,4.5,1,2,Aulorhynchus flavidus,Tube-snout,48.815969,-125.174,RLSsfu
Second Beach,KCCA18,Kelp,7.5,46,2022,8,3,4.5,1,2,Aulorhynchus flavidus,Tube-snout,48.815969,-125.174,RLSsfu
Second Beach,KCCA18,Kelp,10,1,2022,8,3,4.5,1,2,Aulorhynchus flavidus,Tube-snout,48.815969,-125.174,RLSsfu
Second Beach,KCCA18,Kelp,5,7,2022,8,3,4.5,2,2,Artedius harringtoni,Scalyhead sculpin,48.815969,-125.174,RLSsfu
Second Beach,KCCA18,Kelp,7.5,9,2022,8,3,4.5,2,2,Artedius harringtoni,Scalyhead sculpin,48.815969,-125.174,RLSsfu
Second Beach,KCCA18,Kelp,10,7,2022,8,3,4.5,2,2,Artedius harringtoni,Scalyhead sculpin,48.815969,-125.174,RLSsfu
Second Beach,KCCA18,Kelp,12.5,1,2022,8,3,4.5,2,2,Artedius harringtoni,Scalyhead sculpin,48.815969,-125.174,RLSsfu
Second Beach,KCCA18,Kelp,15,1,2022,8,3,4.5,2,2,Artedius harringtoni,Scalyhead sculpin,48.815969,-125.174,RLSsfu
Second Beach,KCCA18,Kelp,10,1,2022,8,3,4.5,2,2,Orthonopias triacis,Snubnose sculpin,48.815969,-125.174,RLSsfu
Second Beach,KCCA18,Kelp,7.5,2,2022,8,3,4.5,2,2,Jordania zonope,Longfin sculpin,48.815969,-125.174,RLSsfu
Second Beach,KCCA18,Kelp,10,1,2022,8,3,4.5,2,2,Jordania zonope,Longfin sculpin,48.815969,-125.174,RLSsfu
Second Beach,KCCA18,Kelp,12.5,1,2022,8,3,4.5,2,2,Jordania zonope,Longfin sculpin,48.815969,-125.174,RLSsfu
Second Beach,KCCA18,Kelp,20,1,2022,8,3,4.5,2,2,Hemilepidotus hemilepidotus,Red Irish lord,48.815969,-125.174,RLSsfu
Second Beach,KCCA18,Kelp,20,1,2022,8,3,4.5,2,2,Oxylebius pictus,Painted greenling,48.815969,-125.174,RLSsfu
Second Beach,KCCA18,Kelp,2.5,2,2022,8,3,4.5,1,1,Hexagrammos decagrammus,Kelp greenling,48.815969,-125.174,RLSsfu
Second Beach,KCCA18,Kelp,5,4,2022,8,3,4.5,1,1,Hexagrammos decagrammus,Kelp greenling,48.815969,-125.174,RLSsfu
Second Beach,KCCA18,Kelp,7.5,5,2022,8,3,4.5,1,1,Hexagrammos decagrammus,Kelp greenling,48.815969,-125.174,RLSsfu
Second Beach,KCCA18,Kelp,12.5,1,2022,8,3,4.5,1,1,Hexagrammos decagrammus,Kelp greenling,48.815969,-125.174,RLSsfu
Second Beach,KCCA18,Kelp,15,3,2022,8,3,4.5,1,1,Hexagrammos decagrammus,Kelp greenling,48.815969,-125.174,RLSsfu
Second Beach,KCCA18,Kelp,20,3,2022,8,3,4.5,1,1,Hexagrammos decagrammus,Kelp greenling,48.815969,-125.174,RLSsfu
Second Beach,KCCA18,Kelp,30,2,2022,8,3,4.5,1,1,Hexagrammos decagrammus,Kelp greenling,48.815969,-125.174,RLSsfu
Second Beach,KCCA18,Kelp,5,2,2022,8,3,4.5,1,1,Rhacochilus vacca,Pile perch,48.815969,-125.174,RLSsfu
Second Beach,KCCA18,Kelp,7.5,2,2022,8,3,4.5,1,1,Rhacochilus vacca,Pile perch,48.815969,-125.174,RLSsfu
Second Beach,KCCA18,Kelp,15,2,2022,8,3,4.5,1,1,Rhacochilus vacca,Pile perch,48.815969,-125.174,RLSsfu
Second Beach,KCCA18,Kelp,20,11,2022,8,3,4.5,1,1,Rhacochilus vacca,Pile perch,48.815969,-125.174,RLSsfu
Second Beach,KCCA18,Kelp,30,3,2022,8,3,4.5,1,1,Rhacochilus vacca,Pile perch,48.815969,-125.174,RLSsfu
Second Beach,KCCA18,Kelp,35,1,2022,8,3,4.5,1,1,Rhacochilus vacca,Pile perch,48.815969,-125.174,RLSsfu
Second Beach,KCCA18,Kelp,5,1,2022,8,3,4.5,1,1,Embiotoca lateralis,Striped seaperch,48.815969,-125.174,RLSsfu
Second Beach,KCCA18,Kelp,7.5,4,2022,8,3,4.5,1,1,Embiotoca lateralis,Striped seaperch,48.815969,-125.174,RLSsfu
Second Beach,KCCA18,Kelp,15,2,2022,8,3,4.5,1,1,Embiotoca lateralis,Striped seaperch,48.815969,-125.174,RLSsfu
Second Beach,KCCA18,Kelp,20,3,2022,8,3,4.5,1,1,Embiotoca lateralis,Striped seaperch,48.815969,-125.174,RLSsfu
Second Beach,KCCA18,Kelp,25,2,2022,8,3,4.5,1,1,Embiotoca lateralis,Striped seaperch,48.815969,-125.174,RLSsfu
Second Beach,KCCA18,Kelp,2.5,11,2022,8,3,4.5,1,1,Cymatogaster aggregata,Shiner perch,48.815969,-125.174,RLSsfu
Second Beach,KCCA18,Kelp,5,12,2022,8,3,4.5,1,1,Cymatogaster aggregata,Shiner perch,48.815969,-125.174,RLSsfu
Second Beach,KCCA18,Kelp,2.5,1,2022,8,3,4.5,1,1,Aulorhynchus flavidus,Tube-snout,48.815969,-125.174,RLSsfu
Second Beach,KCCA18,Kelp,5,12,2022,8,3,4.5,1,1,Aulorhynchus flavidus,Tube-snout,48.815969,-125.174,RLSsfu
Second Beach,KCCA18,Kelp,7.5,11,2022,8,3,4.5,1,1,Aulorhynchus flavidus,Tube-snout,48.815969,-125.174,RLSsfu
Second Beach,KCCA18,Kelp,2.5,3,2022,8,3,4.5,1,1,Sebastes spp.,Unidentified rockfish,48.815969,-125.174,RLSsfu
Second Beach,KCCA18,Kelp,5,15,2022,8,3,4.5,1,1,Sebastes spp.,Unidentified rockfish,48.815969,-125.174,RLSsfu
Second Beach,KCCA18,Kelp,10,1,2022,8,3,4.5,1,1,Hexagrammos stelleri,Whitespotted greenling,48.815969,-125.174,RLSsfu
Second Beach,KCCA18,Kelp,5,1,2022,8,3,4.5,1,1,Brachyistius frenatus,Kelp perch,48.815969,-125.174,RLSsfu
Second Beach,KCCA18,Kelp,5,1,2022,8,3,4.5,2,1,Hexagrammos stelleri,Whitespotted greenling,48.815969,-125.174,RLSsfu
Second Beach,KCCA18,Kelp,2.5,22,2022,8,3,4.5,2,1,Artedius harringtoni,Scalyhead sculpin,48.815969,-125.174,RLSsfu
Second Beach,KCCA18,Kelp,5,23,2022,8,3,4.5,2,1,Artedius harringtoni,Scalyhead sculpin,48.815969,-125.174,RLSsfu
Second Beach,KCCA18,Kelp,7.5,3,2022,8,3,4.5,2,1,Artedius harringtoni,Scalyhead sculpin,48.815969,-125.174,RLSsfu
Second Beach,KCCA18,Kelp,7.5,1,2022,8,3,4.5,2,1,Oxylebius pictus,Painted greenling,48.815969,-125.174,RLSsfu
Second Beach,KCCA18,Kelp,7.5,1,2022,8,3,4.5,2,1,Hemilepidotus hemilepidotus,Red Irish lord,48.815969,-125.174,RLSsfu
Second Beach,KCCA18,Kelp,12.5,1,2022,8,3,4.5,2,1,Hemilepidotus hemilepidotus,Red Irish lord,48.815969,-125.174,RLSsfu
Second Beach,KCCA18,Kelp,2.5,3,2022,8,3,4.5,2,1,Jordania zonope,Longfin sculpin,48.815969,-125.174,RLSsfu
Second Beach,KCCA18,Kelp,5,4,2022,8,3,4.5,2,1,Jordania zonope,Longfin sculpin,48.815969,-125.174,RLSsfu
Second Beach,KCCA18,Kelp,7.5,1,2022,8,3,4.5,2,1,Artedius lateralis,Smoothhead sculpin,48.815969,-125.174,RLSsfu
Wizard Island North,KCCA19,Rocky,7.5,20,2022,8,2.5,5,1,1,Cymatogaster aggregata,Shiner perch,48.858284,-125.1609192,RLSsfu
Wizard Island North,KCCA19,Rocky,10,4,2022,8,2.5,5,1,1,Cymatogaster aggregata,Shiner perch,48.858284,-125.1609192,RLSsfu
Wizard Island North,KCCA19,Rocky,12.5,2,2022,8,2.5,5,1,1,Cymatogaster aggregata,Shiner perch,48.858284,-125.1609192,RLSsfu
Wizard Island North,KCCA19,Rocky,10,1,2022,8,2.5,5,1,1,Embiotoca lateralis,Striped seaperch,48.858284,-125.1609192,RLSsfu
Wizard Island North,KCCA19,Rocky,12.5,1,2022,8,2.5,5,1,1,Embiotoca lateralis,Striped seaperch,48.858284,-125.1609192,RLSsfu
Wizard Island North,KCCA19,Rocky,10,1,2022,8,2.5,5,1,1,Hexagrammos decagrammus,Kelp greenling,48.858284,-125.1609192,RLSsfu
Wizard Island North,KCCA19,Rocky,12.5,1,2022,8,2.5,5,1,1,Hexagrammos decagrammus,Kelp greenling,48.858284,-125.1609192,RLSsfu
Wizard Island North,KCCA19,Rocky,25,3,2022,8,2.5,5,1,1,Hexagrammos decagrammus,Kelp greenling,48.858284,-125.1609192,RLSsfu
Wizard Island North,KCCA19,Rocky,30,2,2022,8,2.5,5,1,1,Hexagrammos decagrammus,Kelp greenling,48.858284,-125.1609192,RLSsfu
Wizard Island North,KCCA19,Rocky,40,2,2022,8,2.5,5,1,1,Hexagrammos decagrammus,Kelp greenling,48.858284,-125.1609192,RLSsfu
Wizard Island North,KCCA19,Rocky,7.5,12,2022,8,2.5,5,1,1,Aulorhynchus flavidus,Tube-snout,48.858284,-125.1609192,RLSsfu
Wizard Island North,KCCA19,Rocky,7.5,1,2022,8,2.5,5,1,1,Sebastes spp.,Unidentified rockfish,48.858284,-125.1609192,RLSsfu
Wizard Island North,KCCA19,Rocky,12.5,2,2022,8,2.5,5,1,1,Rhacochilus vacca,Pile perch,48.858284,-125.1609192,RLSsfu
Wizard Island North,KCCA19,Rocky,10,300,2022,8,2.5,5,1,1,Clupea pallasii,Pacific Herring,48.858284,-125.1609192,RLSsfu
Wizard Island North,KCCA19,Rocky,7.5,1,2022,8,2.5,5,1,1,Rhinogobiops nicholsii,Blackeye goby,48.858284,-125.1609192,RLSsfu
Wizard Island North,KCCA19,Rocky,10,2,2022,8,2.5,5,1,1,Rhinogobiops nicholsii,Blackeye goby,48.858284,-125.1609192,RLSsfu
Wizard Island North,KCCA19,Rocky,12.5,2,2022,8,2.5,5,1,1,Rhinogobiops nicholsii,Blackeye goby,48.858284,-125.1609192,RLSsfu
Wizard Island North,KCCA19,Rocky,15,1,2022,8,2.5,5,1,1,Oxylebius pictus,Painted greenling,48.858284,-125.1609192,RLSsfu
Wizard Island North,KCCA19,Rocky,20,1,2022,8,2.5,5,1,1,Oxylebius pictus,Painted greenling,48.858284,-125.1609192,RLSsfu
Wizard Island North,KCCA19,Rocky,7.5,3,2022,8,2.5,5,2,1,Rhinogobiops nicholsii,Blackeye goby,48.858284,-125.1609192,RLSsfu
Wizard Island North,KCCA19,Rocky,10,8,2022,8,2.5,5,2,1,Rhinogobiops nicholsii,Blackeye goby,48.858284,-125.1609192,RLSsfu
Wizard Island North,KCCA19,Rocky,12.5,7,2022,8,2.5,5,2,1,Rhinogobiops nicholsii,Blackeye goby,48.858284,-125.1609192,RLSsfu
Wizard Island North,KCCA19,Rocky,5,6,2022,8,2.5,5,2,1,Artedius harringtoni,Scalyhead sculpin,48.858284,-125.1609192,RLSsfu
Wizard Island North,KCCA19,Rocky,7.5,5,2022,8,2.5,5,2,1,Artedius harringtoni,Scalyhead sculpin,48.858284,-125.1609192,RLSsfu
Wizard Island North,KCCA19,Rocky,10,3,2022,8,2.5,5,2,1,Artedius harringtoni,Scalyhead sculpin,48.858284,-125.1609192,RLSsfu
Wizard Island North,KCCA19,Rocky,12.5,2,2022,8,2.5,5,2,1,Artedius harringtoni,Scalyhead sculpin,48.858284,-125.1609192,RLSsfu
Wizard Island North,KCCA19,Rocky,7.5,3,2022,8,2.5,5,2,1,Jordania zonope,Longfin sculpin,48.858284,-125.1609192,RLSsfu
Wizard Island North,KCCA19,Rocky,10,3,2022,8,2.5,5,2,1,Jordania zonope,Longfin sculpin,48.858284,-125.1609192,RLSsfu
Wizard Island North,KCCA19,Rocky,12.5,1,2022,8,2.5,5,2,1,Jordania zonope,Longfin sculpin,48.858284,-125.1609192,RLSsfu
Wizard Island North,KCCA19,Rocky,5,3,2022,8,2.5,5,1,2,Hexagrammos decagrammus,Kelp greenling,48.858284,-125.1609192,RLSsfu
Wizard Island North,KCCA19,Rocky,7.5,3,2022,8,2.5,5,1,2,Hexagrammos decagrammus,Kelp greenling,48.858284,-125.1609192,RLSsfu
Wizard Island North,KCCA19,Rocky,10,2,2022,8,2.5,5,1,2,Hexagrammos decagrammus,Kelp greenling,48.858284,-125.1609192,RLSsfu
Wizard Island North,KCCA19,Rocky,12.5,1,2022,8,2.5,5,1,2,Hexagrammos decagrammus,Kelp greenling,48.858284,-125.1609192,RLSsfu
Wizard Island North,KCCA19,Rocky,25,1,2022,8,2.5,5,1,2,Hexagrammos decagrammus,Kelp greenling,48.858284,-125.1609192,RLSsfu
Wizard Island North,KCCA19,Rocky,30,2,2022,8,2.5,5,1,2,Hexagrammos decagrammus,Kelp greenling,48.858284,-125.1609192,RLSsfu
Wizard Island North,KCCA19,Rocky,2.5,12,2022,8,2.5,5,1,2,Rhacochilus vacca,Pile perch,48.858284,-125.1609192,RLSsfu
Wizard Island North,KCCA19,Rocky,5,6,2022,8,2.5,5,1,2,Rhacochilus vacca,Pile perch,48.858284,-125.1609192,RLSsfu
Wizard Island North,KCCA19,Rocky,7.5,8,2022,8,2.5,5,1,2,Rhacochilus vacca,Pile perch,48.858284,-125.1609192,RLSsfu
Wizard Island North,KCCA19,Rocky,10,5,2022,8,2.5,5,1,2,Rhacochilus vacca,Pile perch,48.858284,-125.1609192,RLSsfu
Wizard Island North,KCCA19,Rocky,15,1,2022,8,2.5,5,1,2,Rhacochilus vacca,Pile perch,48.858284,-125.1609192,RLSsfu
Wizard Island North,KCCA19,Rocky,20,2,2022,8,2.5,5,1,2,Rhacochilus vacca,Pile perch,48.858284,-125.1609192,RLSsfu
Wizard Island North,KCCA19,Rocky,25,6,2022,8,2.5,5,1,2,Rhacochilus vacca,Pile perch,48.858284,-125.1609192,RLSsfu
Wizard Island North,KCCA19,Rocky,2.5,32,2022,8,2.5,5,1,2,Cymatogaster aggregata,Shiner perch,48.858284,-125.1609192,RLSsfu
Wizard Island North,KCCA19,Rocky,5,33,2022,8,2.5,5,1,2,Cymatogaster aggregata,Shiner perch,48.858284,-125.1609192,RLSsfu
Wizard Island North,KCCA19,Rocky,7.5,38,2022,8,2.5,5,1,2,Cymatogaster aggregata,Shiner perch,48.858284,-125.1609192,RLSsfu
Wizard Island North,KCCA19,Rocky,2.5,2,2022,8,2.5,5,1,2,Brachyistius frenatus,Kelp perch,48.858284,-125.1609192,RLSsfu
Wizard Island North,KCCA19,Rocky,5,3,2022,8,2.5,5,1,2,Brachyistius frenatus,Kelp perch,48.858284,-125.1609192,RLSsfu
Wizard Island North,KCCA19,Rocky,7.5,2,2022,8,2.5,5,1,2,Embiotoca lateralis,Striped seaperch,48.858284,-125.1609192,RLSsfu
Wizard Island North,KCCA19,Rocky,2.5,1,2022,8,2.5,5,1,2,Sebastes spp.,Unidentified rockfish,48.858284,-125.1609192,RLSsfu
Wizard Island North,KCCA19,Rocky,5,1,2022,8,2.5,5,1,2,Oxylebius pictus,Painted greenling,48.858284,-125.1609192,RLSsfu
Wizard Island North,KCCA19,Rocky,7.5,2,2022,8,2.5,5,1,2,Oxylebius pictus,Painted greenling,48.858284,-125.1609192,RLSsfu
Wizard Island North,KCCA19,Rocky,10,1,2022,8,2.5,5,1,2,Oxylebius pictus,Painted greenling,48.858284,-125.1609192,RLSsfu
Wizard Island North,KCCA19,Rocky,5,3,2022,8,2.5,5,1,2,Rhinogobiops nicholsii,Blackeye goby,48.858284,-125.1609192,RLSsfu
Wizard Island North,KCCA19,Rocky,2.5,17,2022,8,2.5,5,2,2,Rhinogobiops nicholsii,Blackeye goby,48.858284,-125.1609192,RLSsfu
Wizard Island North,KCCA19,Rocky,5,28,2022,8,2.5,5,2,2,Rhinogobiops nicholsii,Blackeye goby,48.858284,-125.1609192,RLSsfu
Wizard Island North,KCCA19,Rocky,7.5,7,2022,8,2.5,5,2,2,Rhinogobiops nicholsii,Blackeye goby,48.858284,-125.1609192,RLSsfu
Wizard Island North,KCCA19,Rocky,7.5,3,2022,8,2.5,5,2,2,Oxylebius pictus,Painted greenling,48.858284,-125.1609192,RLSsfu
Wizard Island North,KCCA19,Rocky,10,1,2022,8,2.5,5,2,2,Oxylebius pictus,Painted greenling,48.858284,-125.1609192,RLSsfu
Wizard Island North,KCCA19,Rocky,2.5,4,2022,8,2.5,5,2,2,Artedius harringtoni,Scalyhead sculpin,48.858284,-125.1609192,RLSsfu
Wizard Island North,KCCA19,Rocky,5,4,2022,8,2.5,5,2,2,Artedius harringtoni,Scalyhead sculpin,48.858284,-125.1609192,RLSsfu
Wizard Island North,KCCA19,Rocky,5,1,2022,8,2.5,5,2,2,Artedius lateralis,Smoothhead sculpin,48.858284,-125.1609192,RLSsfu
Nanat Bay,KCCA20,Kelp,2.5,4,2022,8,2,6.5,1,1,Rhinogobiops nicholsii,Blackeye goby,48.880543,-125.076486,RLSsfu
Nanat Bay,KCCA20,Kelp,5,2,2022,8,2,6.5,1,1,Rhinogobiops nicholsii,Blackeye goby,48.880543,-125.076486,RLSsfu
Nanat Bay,KCCA20,Kelp,7.5,3,2022,8,2,6.5,1,1,Rhinogobiops nicholsii,Blackeye goby,48.880543,-125.076486,RLSsfu
Nanat Bay,KCCA20,Kelp,2.5,8,2022,8,2,6.5,1,1,Sebastes spp.,Unidentified rockfish,48.880543,-125.076486,RLSsfu
Nanat Bay,KCCA20,Kelp,5,24,2022,8,2,6.5,1,1,Sebastes spp.,Unidentified rockfish,48.880543,-125.076486,RLSsfu
Nanat Bay,KCCA20,Kelp,7.5,5,2022,8,2,6.5,1,1,Sebastes spp.,Unidentified rockfish,48.880543,-125.076486,RLSsfu
Nanat Bay,KCCA20,Kelp,10,3,2022,8,2,6.5,1,1,Sebastes spp.,Unidentified rockfish,48.880543,-125.076486,RLSsfu
Nanat Bay,KCCA20,Kelp,7.5,2,2022,8,2,6.5,1,1,Hexagrammos decagrammus,Kelp greenling,48.880543,-125.076486,RLSsfu
Nanat Bay,KCCA20,Kelp,10,1,2022,8,2,6.5,1,1,Hexagrammos decagrammus,Kelp greenling,48.880543,-125.076486,RLSsfu
Nanat Bay,KCCA20,Kelp,15,1,2022,8,2,6.5,1,1,Hexagrammos decagrammus,Kelp greenling,48.880543,-125.076486,RLSsfu
Nanat Bay,KCCA20,Kelp,7.5,1,2022,8,2,6.5,1,1,Sebastes caurinus,Copper rockfish,48.880543,-125.076486,RLSsfu
Nanat Bay,KCCA20,Kelp,10,5,2022,8,2,6.5,1,1,Sebastes caurinus,Copper rockfish,48.880543,-125.076486,RLSsfu
Nanat Bay,KCCA20,Kelp,12.5,1,2022,8,2,6.5,1,1,Sebastes caurinus,Copper rockfish,48.880543,-125.076486,RLSsfu
Nanat Bay,KCCA20,Kelp,15,2,2022,8,2,6.5,1,1,Sebastes caurinus,Copper rockfish,48.880543,-125.076486,RLSsfu
Nanat Bay,KCCA20,Kelp,2.5,1,2022,8,2,6.5,1,1,Brachyistius frenatus,Kelp perch,48.880543,-125.076486,RLSsfu
Nanat Bay,KCCA20,Kelp,7.5,4,2022,8,2,6.5,1,1,Brachyistius frenatus,Kelp perch,48.880543,-125.076486,RLSsfu
Nanat Bay,KCCA20,Kelp,12.5,1,2022,8,2,6.5,1,1,Brachyistius frenatus,Kelp perch,48.880543,-125.076486,RLSsfu
Nanat Bay,KCCA20,Kelp,7.5,1,2022,8,2,6.5,1,1,Rhacochilus vacca,Pile perch,48.880543,-125.076486,RLSsfu
Nanat Bay,KCCA20,Kelp,12.5,1,2022,8,2,6.5,1,1,Rhacochilus vacca,Pile perch,48.880543,-125.076486,RLSsfu
Nanat Bay,KCCA20,Kelp,15,2,2022,8,2,6.5,1,1,Rhacochilus vacca,Pile perch,48.880543,-125.076486,RLSsfu
Nanat Bay,KCCA20,Kelp,2.5,4,2022,8,2,6.5,1,1,Cymatogaster aggregata,Shiner perch,48.880543,-125.076486,RLSsfu
Nanat Bay,KCCA20,Kelp,5,8,2022,8,2,6.5,1,1,Cymatogaster aggregata,Shiner perch,48.880543,-125.076486,RLSsfu
Nanat Bay,KCCA20,Kelp,15,2,2022,8,2,6.5,1,1,Embiotoca lateralis,Striped seaperch,48.880543,-125.076486,RLSsfu
Nanat Bay,KCCA20,Kelp,7.5,1,2022,8,2,6.5,1,1,Sebastes flavidus,Yellowtail rockfish,48.880543,-125.076486,RLSsfu
Nanat Bay,KCCA20,Kelp,10,1,2022,8,2,6.5,1,1,Sebastes flavidus,Yellowtail rockfish,48.880543,-125.076486,RLSsfu
Nanat Bay,KCCA20,Kelp,2.5,16,2022,8,2,6.5,2,1,Rhinogobiops nicholsii,Blackeye goby,48.880543,-125.076486,RLSsfu
Nanat Bay,KCCA20,Kelp,5,23,2022,8,2,6.5,2,1,Rhinogobiops nicholsii,Blackeye goby,48.880543,-125.076486,RLSsfu
Nanat Bay,KCCA20,Kelp,7.5,19,2022,8,2,6.5,2,1,Rhinogobiops nicholsii,Blackeye goby,48.880543,-125.076486,RLSsfu
Nanat Bay,KCCA20,Kelp,10,4,2022,8,2,6.5,2,1,Rhinogobiops nicholsii,Blackeye goby,48.880543,-125.076486,RLSsfu
Nanat Bay,KCCA20,Kelp,12.5,1,2022,8,2,6.5,1,2,Sebastes caurinus,Copper rockfish,48.880543,-125.076486,RLSsfu
Nanat Bay,KCCA20,Kelp,15,2,2022,8,2,6.5,1,2,Sebastes caurinus,Copper rockfish,48.880543,-125.076486,RLSsfu
Nanat Bay,KCCA20,Kelp,20,3,2022,8,2,6.5,1,2,Sebastes caurinus,Copper rockfish,48.880543,-125.076486,RLSsfu
Nanat Bay,KCCA20,Kelp,12.5,1,2022,8,2,6.5,1,2,Embiotoca lateralis,Striped seaperch,48.880543,-125.076486,RLSsfu
Nanat Bay,KCCA20,Kelp,15,2,2022,8,2,6.5,1,2,Embiotoca lateralis,Striped seaperch,48.880543,-125.076486,RLSsfu
Nanat Bay,KCCA20,Kelp,20,2,2022,8,2,6.5,1,2,Embiotoca lateralis,Striped seaperch,48.880543,-125.076486,RLSsfu
Nanat Bay,KCCA20,Kelp,25,1,2022,8,2,6.5,1,2,Embiotoca lateralis,Striped seaperch,48.880543,-125.076486,RLSsfu
Nanat Bay,KCCA20,Kelp,7.5,2,2022,8,2,6.5,1,2,Brachyistius frenatus,Kelp perch,48.880543,-125.076486,RLSsfu
Nanat Bay,KCCA20,Kelp,10,2,2022,8,2,6.5,1,2,Brachyistius frenatus,Kelp perch,48.880543,-125.076486,RLSsfu
Nanat Bay,KCCA20,Kelp,12.5,3,2022,8,2,6.5,1,2,Brachyistius frenatus,Kelp perch,48.880543,-125.076486,RLSsfu
Nanat Bay,KCCA20,Kelp,15,1,2022,8,2,6.5,1,2,Brachyistius frenatus,Kelp perch,48.880543,-125.076486,RLSsfu
Nanat Bay,KCCA20,Kelp,12.5,1,2022,8,2,6.5,1,2,Rhacochilus vacca,Pile perch,48.880543,-125.076486,RLSsfu
Nanat Bay,KCCA20,Kelp,20,1,2022,8,2,6.5,1,2,Rhacochilus vacca,Pile perch,48.880543,-125.076486,RLSsfu
Nanat Bay,KCCA20,Kelp,25,2,2022,8,2,6.5,1,2,Rhacochilus vacca,Pile perch,48.880543,-125.076486,RLSsfu
